,Unnamed: 0,segment,sentiment,embeddings,cluster,x,y
16,16,furthermore the training of facilitator and long term engagement be inadequate the ongoing provision of free input to demonstration farmer be questionable the programme give limited emphasis to environmentally sustainable agricultural technique and target support for the poor and landless be lack,negative,[-1.8410066 -0.858236   3.268694 ],0,13.19395637512207,-7.335074424743652
17,17,however there be continue provision of free input under project 011 beyond the time period within which this be justify,negative,[-1.4357198 -0.4709526  2.0208416],0,10.992961883544922,-3.4506397247314453
18,18,partnership with government be strong at local level than at national level and this may have compromise the capacity of the project to influence the wide policy and enable environment,negative,[-1.6205956 -1.0965123  3.209517 ],0,11.663617134094238,-8.104374885559082
19,19,furthermore there be rather limited attention to empowerment of the poor and landless under this project,negative,[-1.590202   -0.63520604  2.5551648 ],0,11.365891456604004,-4.384026527404785
20,20,there be an intentional shift of focus agree between the department of fishery and project management to fishery co management in an area where opportunity for mangrove co management be very limited but this shift be not reflect in a revised logframe and render the original logframe largely irrelevant as a project management and monitoring and evaluation tool,negative,[-1.2734735 -0.8237676  2.6618779],0,10.447346687316895,-4.956007480621338
21,21,the component project 010 011 and 012 be independently design with separate logical framework and reporting procedure,negative,[-1.6791035   1.9401878  -0.14033978],0,11.481502532958984,7.1802263259887695
22,22,project 010 be implement in a geographic area wherein the original rationale and logic could not apply and the focus be shift from mangrove co management to fishery co- management,negative,[-2.4280143  2.0181587  0.6210305],0,12.405282974243164,4.18488073348999
23,23,the theory of change of 012 be weak and this be reflect in some ad hoc intervention and a lack of strategy in implementation,negative,[-1.991969   -0.69295555  3.3222322 ],0,14.263815879821777,-6.659298896789551
24,24,all three logframe be weak in term of define the ambition and approach of the programme to build strong sustainable community base organization and in term of target the poor member of society,negative,[-2.5288582  0.751166   2.2208521],0,13.311583518981934,0.2145695984363556
25,25,there be some limitation in term of target the most vulnerable member of society and in particular the landless under project 011,negative,[-2.070162   0.4996426  1.9391618],0,12.526114463806152,-0.24407197535037994
26,26,however there be significant internal and external threat to -PRON- long term survival and more could have be do to address -PRON-,negative,[-2.8186226  1.2295914  1.950136 ],0,13.159887313842773,1.364746332168579
27,27,the programme could nonetheless have integrate other drr measure more effectively into -PRON- activity such as integrate shelter with collection centre construction,negative,[-1.3601425 -1.0411713  2.9687638],0,10.438552856445312,-6.505743980407715
28,28,however the extent to which this occur be constrain by the specificity of earmark by some resource partner,negative,[-2.3423166   0.42623213  2.463148  ],0,13.685847282409668,-0.4330371022224426
29,29,the quality of monitoring and reporting be mix at the project level and weak at the programme level,negative,[-1.6081185 -1.1853659  3.4375882],0,11.583403587341309,-9.315791130065918
30,30,the limited understanding and generally low profile of the fmm among stakeholder be reduce interest among potential new resource partner,negative,[-1.4427235 -1.3710858  3.5433896],0,10.06910514831543,-10.180461883544922
31,31,decision make process be ill define and poorly understand,negative,[-2.0670865 -0.6430565  3.286642 ],0,14.43460750579834,-6.402834415435791
32,32,sub regional and regional office involvement have be negligible,negative,[-1.2240424 -1.5398849  3.1484756],0,8.57089614868164,-8.14292049407959
33,33,however -PRON- be see as especially problematic within fmm,negative,[-1.0962766 -1.5211154  3.0954523],0,8.385254859924316,-7.556075096130371
34,34,although these seem fairly well establish at the high decision- make level the underlie logic for the selection of fmm proposal within sos be still unclear,negative,[-2.5432203   0.34204534  2.701755  ],0,14.173417091369629,-0.5739677548408508
35,35,fmm be not yet operate effectively as a pool programmatic funding mechanism,negative,[-1.9492381 -0.6153198  3.0891676],0,13.137981414794922,-5.412147045135498
36,36,the absence of an fmm logframe and clear operational procedure below the strategic programme leader spl level be confusing for stakeholder and undermine the cost- effectiveness of the selection process of fmm fund initiative,negative,[-1.2201589 -1.6325082  3.428825 ],0,8.328536033630371,-9.15646743774414
37,37,mm documentation and reporting procedure be intentionally minimal but still weak at programme level,negative,[-1.1649966 -1.5388203  3.3127549],0,8.424821853637695,-8.4135103225708
38,38,fmm procedure have not be formally document in the same way as other funding instrument,negative,[-1.3789244  -0.40996692  2.2753472 ],0,10.991440773010254,-3.679226875305176
39,39,much of the work be of a normative nature with country level activity use to validate hq base normative study,negative,[-1.5055217  1.0682036  0.6178308],0,10.647577285766602,4.218673229217529
40,40,there be also concern at the operational level express by most strategic programme leader spls and budget holder about the stability and predictability of fmm funding,negative,[-1.2974509 -1.5707445  3.486367 ],0,8.672616004943848,-9.53904914855957
41,41,fmm have not be able to deliver a satisfactorily stable or predictable level of funding over a full mtp or even a biennium,negative,[-0.8242794 -1.7491956  3.06348  ],0,7.643799781799316,-7.096078395843506
42,42,the predictability issue create a number of operational difficulty relate to small and fragmented project stop go project implementation hurried decision making in funding allocation with limited consultation beyond fao headquarters and short project duration which impede efficiency and sustainability,negative,[-1.5862267 -1.2760447  3.5353997],0,11.03250503540039,-10.147347450256348
43,43,sustainability may be enhance if target ffpo contribute counterpart funding to the budget of -PRON- project,negative,[-0.6019244 -0.6641287  1.3106794],3,4.969912052154541,-1.434113621711731
44,44,while those training be essential -PRON- be not sufficient to develop value chain which require additional support to ffpos to improve -PRON- term of engagement with national regional and international market,negative,[-2.2047143  -0.06674623  2.8696003 ],0,14.268257141113281,-2.9508559703826904
45,45,the evaluation find that the focus of capacity development activity should be refine from strengthen and support the ministry of environment and forest to a focus on strengthen and support the development implementation and monitoring of the cip,negative,[-2.1335676  1.1900859  1.3018682],0,11.890128135681152,1.2991725206375122
46,46,the cip contain input from 40 ministry and 45 government agency of which key staff require technical and functional capacity development in regard to the cip,negative,[-1.2804058  1.9562318 -1.0616369],1,9.39588451385498,11.675064086914062
47,47,therefore while valuable training effort have be undertake a more targeted approach to capacity development focus on the capacity both technical and functional need to implement and monitor the cip would have be a more realistic approach,negative,[-2.072939  -0.1766042  2.8925884],0,13.623159408569336,-3.5404388904571533
48,48,these mixed logical framework result should be view as shortcoming in the project design project assumption and the lack of updating of the logical framework rather than as shortcoming in the action of the project stakeholder implement the project,negative,[-1.3077275 -1.2690263  3.23563  ],0,9.793233871459961,-7.794183731079102
49,49,agency such as the bangladesh climate change trust fund require great attention because of -PRON- dual role as a contributor to and a source of internal fund for the implementation of the cip,negative,[-1.4460324  1.7730014 -0.4348309],0,10.912849426269531,7.693652629852295
50,50,area in which the cip could make improvement include provide a forum for the prioritization of programme provide an opportunity for open and transparent discussion about the investment priority programme development quality programme implementation and monitoring coordination and synchronization of programme community and private sector consultation and provide a forum where propose government programme within the various ministry and -PRON- agency that contribute to the environment forestry and climate change sector could be make explicit,negative,[-1.0241574 -0.7395492  1.8799334],0,10.128321647644043,-3.387253522872925
51,51,the project design use time model that be not reflective of the actual time need to complete government of bangladesh activity such as the time -PRON- would take for the psimu to be staff by government of bangladesh civil servant and how long an environment forestry and climate change cip would actually take to be develop,negative,[-2.639183   1.1700311  1.6875448],0,12.766504287719727,1.4059667587280273
52,52,the initial project design be overly ambitious in -PRON- scope and objective,negative,[-2.5303674  1.6025174  1.1976373],0,12.438968658447266,2.709216833114624
53,53,pattern of discrimination in relation to the project the ministry of environment and forest and -PRON- agency and the cip and -PRON- project have not be identify analyse and response develop for,negative,[-1.4392385  -0.68926203  2.609344  ],0,11.054937362670898,-4.458186149597168
54,54,however these knowledge product need to be well contextualize and disseminate for optimal use at decentralized level,negative,[-1.9159371  1.5307896  0.4638954],0,11.29509162902832,4.609976291656494
55,55,field staff need to be involve in the preparation of these knowledge product for proper contextualization and eventual utilization,negative,[-2.6038034  1.7640246  0.9844848],0,12.289398193359375,3.2604386806488037
56,56,that say fao also need to strengthen the capacity of technical officer to mainstream gender in -PRON- work particularly through customize advice and support from gender officer and gfp in the decentralize office,negative,[-1.8147571  -0.40784374  2.720861  ],0,12.287001609802246,-4.0623698234558105
57,57,since governance be never clearly define in the programme -PRON- lead to the programme be spread too thinly,negative,[-2.2708604   2.2922194   0.18649037],0,12.779692649841309,6.084717273712158
58,58,however -PRON- be still too early and not yet clear if the work on the ipc chronic food insecurity classification scale and the nutrition scale will be widely adopt,negative,[-1.6672665 -0.8962526  3.2691555],0,12.377875328063965,-7.807819366455078
59,59,however the work on resilience be not integrate with other programming initiative such as social protection and sustainable agriculture,negative,[-1.3200973 -0.6718336  2.3947554],0,10.676884651184082,-4.0758819580078125
60,60,wfp and ifad do not participate in the design,negative,[-1.4705085  -0.89405704  2.9512177 ],0,11.265216827392578,-6.154501914978027
61,61,well balance be need,negative,[-0.6567708   0.23125832  0.2903186 ],0,8.530248641967773,5.613234043121338
62,62,because fao be in the early stage of -PRON- strategic re organization the corporate environment be not yet conducive to fully support such a multi stakeholder and multi sector effort indeed the igghrp help facilitate some of the need corporate change,negative,[-1.1158656 -1.0838801  2.582617 ],0,9.666682243347168,-5.4233198165893555
63,63,igghrp also lack a strategic focus on a target governance space e.g. smallholder farmer and producer organisation or a theory of change make -PRON- difficult to maintain horizontal linkage across the outcome e.g. social protection link to resilience programming,negative,[-1.509103  -1.399576   3.6731052],0,10.112213134765625,-10.366314888000488
64,64,e process and use fao internal mechanism for m&e limited m&e capacity could account for weak monitoring of governance outcome change,negative,[-2.5841546   0.52985805  2.5984004 ],0,13.859469413757324,-0.12210240215063095
65,65,however the intend result be ambitious within the give time frame,negative,[-1.5352334  -0.63028604  2.5108433 ],0,11.21627426147461,-4.283750534057617
66,66,nonetheless there be scope to improve the coordination structure with the involvement of subregional training institution and commission,negative,[-1.0887799 -1.230817   2.7445135],0,9.196982383728027,-6.0195488929748535
67,67,as a result the development of technical guideline may be delay beyond 2017 especially in africa,negative,[-2.594792   0.8958753  2.2962632],0,13.570865631103516,0.4991564452648163
68,68,there be also little vertical coordination and communication within participate partner organization with the exception of the fao regional office for asia and the pacific rap,negative,[-1.4959861 -1.3959272  3.6198955],0,10.100646018981934,-10.385595321655273
69,69,field test the research result will well enable adaptation to specific country contexts and further increase country level capacity which can also benefit non funded region,negative,[-0.6589613  1.5905292 -1.2185943],1,7.524331092834473,10.661253929138184
70,70,almost three quarter of the overall funding gap pertain to the lac near east and cis region while implementation in the africa region will not be affect due to the recent funding boost from the european commission,negative,[-1.1983736 -1.2143049  2.9122791],0,9.762862205505371,-6.659324645996094
71,71,however participation at the decision make level varie from country to country,negative,[-1.8316141 -0.9084842  3.3477802],0,13.318679809570312,-7.901413917541504
72,72,however diffusion of newly acquire capacity beyond the primary beneficiary be not obvious during the mte which could jeopardize the programme regardless of the positive sign of sustainability,negative,[-1.9443048  -0.15402962  2.6636758 ],0,12.898321151733398,-3.1757709980010986
73,73,the funding gap usd 3.73 million at the global office level primarily affect the research component,negative,[-1.6524078 -1.2579088  3.594645 ],0,11.936541557312012,-10.117033958435059
74,74,in asia pacific the funding gap be about usd 6.16 million 45 percent of the budget allocate for the region,negative,[-1.9686685   0.04275158  2.4244435 ],0,12.980119705200195,-1.5750935077667236
75,75,with the exception of fao none of the participate partner have contribute financially to the programme which raise the question as to whether there be enough interest to continue global strategy activity by implement partner after the current resource partner have cease to provide funding,negative,[-1.5790147 -1.105362   3.2091236],0,11.534263610839844,-8.148910522460938
76,76,this represent a miss opportunity and could result in the continued neglect of water access issue in the application of gwg principle,negative,[-1.9140006 -0.5265557  3.000399 ],0,13.035879135131836,-5.239884376525879
77,77,much remain to be do however with regard to alliance building beyond the technical water community as note above,negative,[-0.78266245 -1.7376934   2.8894985 ],0,7.61738395690918,-6.642441749572754
78,78,although outreach and communication be consider essential to reach target audience and to achieve the desire impact on national decision maker the draft communication strategy be not effectively implement,negative,[-1.9404076  -0.91414386  3.461967  ],0,13.665727615356445,-8.134788513183594
79,79,the focus shift however to concentrate on the more technical aspect of gwg,negative,[-1.4778048 -1.0377333  2.9488392],0,10.636679649353027,-6.8043742179870605
80,80,still a more inclusive process in identify topic in a wide agricultural rural nexus be need for well policy linkage and resource mobilization,negative,[-0.82669127  0.864106   -0.04161564],0,8.669506072998047,5.749440670013428
81,81,there be enhance coordination between ministry of agriculture and national statistics office nso but a lack of awareness about global strategy and -PRON- contribution remain which could affect resource mobilization,negative,[-1.7374544 -0.9021976  3.1834202],0,12.686930656433105,-7.180019378662109
82,82,in spite of advocacy communication and dissemination effort global strategy be largely unknown beyond -PRON- primary stakeholder,negative,[-1.3725692 -1.2406328  3.0482035],0,10.193323135375977,-7.158150672912598
83,83,national coordination mechanisms be set- up in several country but -PRON- may have to be revitalize for future use,negative,[-2.1242452  1.1027932  1.3512843],0,11.918014526367188,1.2036956548690796
84,84,apart from engagement with global initiative use the ipc such as the global report on food crisis the gsp have provide limited support for utilization of the ipc,negative,[-1.1630589 -1.5613557  3.233658 ],0,8.431139945983887,-8.19145393371582
85,85,factor negatively affect -PRON- usefulness include the geographic unit of analysis be too large and therefore insufficient granularity of analysis limited availability of datum and poor quality datum political sensitivity of the result and the challenge of translate the result into recommendation,negative,[-2.886955   1.1513871  2.0817468],0,13.282381057739258,1.1832786798477173
86,86,much more follow up support at country level be need,negative,[-1.9772338  -0.21194373  2.4786103 ],0,12.84589958190918,-2.990638256072998
87,87,data availability be a constraint particularly in country experience occasional pocket of acute food insecurity,negative,[-2.0114145 -0.4802081  3.080378 ],0,13.962179183959961,-4.705718040466309
88,88,but -PRON- be infrequently cite as a source of information for decision making and be not currently inform policy,negative,[-2.2365255   0.18974441  2.6636157 ],0,14.217446327209473,-2.119250535964966
89,89,view differ amongst gsp stakeholder about whether the ipc should be play an early warning role or not although this be clearly state in manual v3.0,negative,[-2.4039884   0.48955527  2.5236173 ],0,13.794353485107422,-0.36309167742729187
90,90,the gsu have maintain -PRON- independence at global level but in some country the ipc be overly identify with fao with implication for -PRON- perceive neutrality,negative,[-0.78404313 -0.43688312  1.3040904 ],3,5.069155693054199,-1.338568925857544
91,91,furthermore some knowledge product and service should be well design and more user orient in order to enhance -PRON- utility,negative,[-1.233209    0.22453159  1.1918256 ],0,10.9688138961792,-0.3665458559989929
92,92,great internal cooperation and coordination would enhance -PRON- efficiency,negative,[-1.2993141  1.7361608 -0.6920603],1,9.421714782714844,10.230355262756348
93,93,ao data analysis and learning resource be often disseminate through unrelated platform and channel,negative,[-1.6281832 -0.7303224  2.8422985],0,11.722094535827637,-5.277061939239502
94,94,furthermore opportunity to capitalize on successful experience be often miss,negative,[-1.9397844  1.4534857  0.6754307],0,11.222845077514648,4.095121383666992
95,95,some however could be even well tailor to the specific need of -PRON- target audience,negative,[ 0.3989228 -1.663779   1.0259738],4,3.3705639839172363,-1.5211505889892578
96,96,fao knowledge product and service be produce in a decentralized manner and generally operate on a shoestring budget,negative,[-1.2575415 -1.5983671  3.4202602],0,8.436101913452148,-9.30684757232666
97,97,however quality assurance procedure be apply inconsistently,negative,[-2.2607362  0.298542   2.5424798],0,14.109335899353027,-1.841076135635376
98,98,while most focus country be on the right course -PRON- be still too early to observe the impact of access to land on the local people and on reduce hunger and poverty,negative,[-1.5498288  2.1080234 -0.3846253],0,11.815620422363281,7.967381954193115
99,99,this certainly reduce the visibility viability and authority of the nutrition strategy as a guide document within fao,negative,[-1.231662  -1.5419692  3.4049354],0,8.474745750427246,-9.250470161437988
100,100,however the synergy that be hope for between the ex ags staff and the rest of the division have yet to fully materialize,negative,[-0.99648345 -1.4818227   2.8662457 ],0,8.27289867401123,-6.695184230804443
101,101,a review of post allocation indicate that esn have currently a comparable level of professional post 30 as agn use to have in 2012 2013 28 while the number of general staff post have be halve from 18 to 9 over the same period,negative,[-0.2686129   0.20683156  0.02412618],0,8.315252304077148,5.615306854248047
102,102,in fact esn have have a number of vacancy which -PRON- use to hire human resource on a short term basis through consultancy contract,negative,[-0.66693044 -0.1794794   0.99144256],3,5.0346174240112305,-0.9359195232391357
103,103,human resource and skill set be insufficient both to meet this grow demand and to cope with the challenge of a relatively new area of work require new skill and practical experience e.g. in inter sectoral policy dialogue planning and programming and relation with the private sector,negative,[-1.868939  -1.1038435  3.4672027],0,12.923184394836426,-9.124124526977539
104,104,a nutrition trust fund set up by fao after the icn2 conference be never promote to donor and never accrue to,negative,[-1.7119737  2.304298  -0.9286193],1,12.7261962890625,11.780860900878906
105,105,those related to mainstreaming of nutrition in the field programme and policy work of the organization have see slow progress,negative,[-0.8599184 -1.8385493  3.253849 ],0,7.649195671081543,-7.550560474395752
106,106,the institutional disconnect between ministry of agriculture and ministry of health and between the correspond un agency be still present in many country,negative,[-1.1701019 -1.5562565  3.2626195],0,8.428683280944824,-8.257136344909668
107,107,member country increasingly associate fao with nutrition as evidence by -PRON- request and priority express during the 2016 round of regional conference but fao do not always have the capacity to respond to -PRON- demand,negative,[-0.9180492 -1.6961985  3.0618792],0,7.742224216461182,-7.212884426116943
108,108,the lack of corporate wide approach to nutrition extend to monitoring and evaluation which be not systematically pursue in fao nutrition sensitive programme,negative,[-1.5298465 -1.1847327  3.3896298],0,11.14550495147705,-9.04621410369873
109,109,so far these challenge have predominantly be approach through direct nutrition intervention mainly implement in the health sector yet improve diet through well agriculture and food system so call food base approach potentially offer more sustainable solution to all form of malnutrition,negative,[-0.41879454  1.371096   -1.3181725 ],1,6.5343756675720215,9.741578102111816
110,110,current effort in this direction should be expand to help team at headquarters and the different region learn from each other include horizontal learning from region to region,negative,[-2.1754184  2.0340552  0.378052 ],0,12.37105655670166,5.042260646820068
111,111,however there be a potential overlap between output 1.1,negative,[-1.7805117 -0.7936291  3.230338 ],0,12.983956336975098,-7.219675540924072
112,112,the organization should not limit -PRON- to a decline emergency crisis response portfolio which in many case e.g. in protract crisis rely on ill adapt short term humanitarian funding,negative,[-1.3173759   1.7334168  -0.60465235],1,9.432855606079102,10.192214012145996
113,113,capacity appear less robust in disaster risk reduction and management insurance and cash base approach and almost nil in conflict and political analysis,negative,[-1.8281492  -0.96082133  3.5524457 ],0,13.208937644958496,-8.781620025634766
114,114,there be potential for deep integration and further synergy through exchange of datum set integration of geographic information system and the sharing of datum collection tool such as tablet and satellite datum link service,negative,[-0.01408822  1.1932064  -2.0593398 ],1,3.3998935222625732,9.519441604614258
115,115,at national level the degree of engagement in strategic programme 5 still depend much on the profile skill set and preference of individual fao representative rather than on the relevance of strategic programme 5 to the country context and government priority,negative,[-2.071097   0.0941029  2.425548 ],0,13.099628448486328,-1.721838116645813
116,116,effort be be make to fill vacant position and hire new staff in key technical unit but this may not be enough,negative,[-2.2075582 -0.1259025  2.8968952],0,14.209291458129883,-3.1794724464416504
117,117,this be because as fao expand -PRON- portfolio in emergency and rehabilitation activity the organization use humanitarian resource channel that be relatively easy to access than development funding,negative,[-1.5913924   1.2912345   0.38575062],0,10.322554588317871,5.311558723449707
118,118,most of the personnel work on strategic programme 5 national and international be hire under consultancy contract with extremely short contractual period,negative,[-1.6750661   0.39192602  1.5206025 ],0,11.522758483886719,-0.516753077507019
119,119,fao lack a formal programme level connect the project and the country programming framework hence the recourse to country resilience strategy,negative,[-1.5583824 -1.4242995  3.577184 ],0,10.251577377319336,-10.310236930847168
120,120,while this may be adequate for one off response to sudden onset disaster -PRON- have prove problematic when implement recurrently as be often the case in protract crisis,negative,[-2.1948848  1.2797449  1.2928442],0,11.969104766845703,1.5223486423492432
121,121,many technical unit engage in resilience relate policy in a scatter manner,negative,[-1.2580968  -0.76527685  2.2875242 ],0,10.400121688842773,-4.096428394317627
122,122,in africa and the regional office for the near east and north africa the regional initiative be only fund by fao resource and therefore rather small and use to fund catalytic country level initiative,negative,[-2.5228446  0.8972623  2.2710211],0,13.51943302154541,0.488813191652298
123,123,so far many of these service such as the community animal health worker or farmer field school have not be aggressively promote by fao,negative,[-0.5055686 -1.0460333  1.7802489],3,5.1351399421691895,-1.904214859008789
124,124,fao could strengthen -PRON- strategic position by deepen -PRON- involvement in resilience,negative,[-1.2706968  1.8171737 -0.8703667],1,9.453393936157227,10.547137260437012
125,125,while silos be break within strategic programme 5 there be potential for more collaboration between strategic programme at headquarters,negative,[-1.9363592  1.2827628  0.9765934],0,11.201533317565918,3.5496537685394287
126,126,seize the opportunity present by the current interest in resilience require continue and strengthen operational and technical capacity together with increase investment in resilience programming,negative,[-1.3511175   0.81170005  0.4223949 ],0,9.264063835144043,5.7332305908203125
127,127,resilience programming be not fundamentally new to fao,negative,[-2.2407951   1.4599422   0.77999806],0,11.706016540527344,3.6558754444122314
128,128,insufficient attention have be pay to knowledge management so far,negative,[-1.4767789 -1.419262   3.4666429],0,9.845588684082031,-9.94306755065918
129,129,however there have be no systematic staff training in resilience programming and only modest effort towards the development of knowledge sharing network,negative,[-1.3828095 -1.3625546  3.435288 ],0,9.746281623840332,-9.551679611206055
130,130,a thorough stakeholder analysis may have prevent these problem,negative,[-1.7157968 -0.9699907  3.2960439],0,12.523120880126953,-7.96660852432251
131,131,the logical framework and m&e plan however be never adapt to the new activity of the big2050 initiative,negative,[-1.4038173 -1.3372834  3.3489308],0,10.010953903198242,-9.092050552368164
132,132,component 2 activity relate to the bocaina mosaic come to a standstill around 2016 due to a misinterpretation of -PRON- attribution during project formulation,negative,[-1.2066828 -1.2576252  3.1109672],0,9.559544563293457,-7.296254634857178
133,133,argue that project outcome be not alter by this significant change no formal gef approval be seek for -PRON-,negative,[-1.7000955  2.627422  -1.142407 ],1,14.2478666305542,14.414729118347168
134,134,all together the result of the component be consider moderately unsatisfactory,negative,[-0.86221933 -1.3354962   2.4153807 ],0,8.258360862731934,-5.6496052742004395
135,135,the activity relate to the strengthening of the bocaina mosaic include the establishment of a permanent executive structure be largely base on a misconception at the time the project be conceive,negative,[-1.6242478   1.6526707   0.20253897],0,10.68863296508789,5.339699745178223
136,136,bod biological oxygen demand value have not be reduce,negative,[-1.5396093   0.15730655  1.4980702 ],0,11.196276664733887,-0.6286725401878357
137,137,the main flaw to be consider be the lack of a thorough previous stakeholder analysis and the lack of consideration of gender issue,negative,[-1.5361303 -1.3143387  3.5949926],0,10.617321014404297,-10.247373580932617
138,138,however at project conception -PRON- be wrongly consider that the mosaic be to have an executive character where in reality -PRON- be merely consultative,negative,[-2.235065   1.6015027  0.9079157],0,11.817593574523926,3.557741403579712
139,139,change in fao regulation and procedure over the course of the project cause some implementation problem due to the require adaptation,negative,[-2.102408   -0.34613332  3.0744066 ],0,14.447009086608887,-4.408633708953857
140,140,under component 2 bocaina mosaic activity come to a standstill due to lack of interest among -PRON- member,negative,[-1.1663078 -1.3116364  3.0811672],0,9.38097858428955,-7.273411750793457
141,141,conclusion 2,negative,[-1.52818    2.7806284 -1.4066886],5,15.161782264709473,19.219472885131836
142,142,conclusion 5,negative,[-1.5310987  2.8241646 -1.4192526],1,16.36085319519043,18.204740524291992
143,143,at the time of -PRON- inception fao have limit or no field presence in the participate country relatively small national programme and have only recently start to establish -PRON- first central asia sub regional office in ankara,negative,[-1.6262537   0.83487177  1.1035849 ],0,11.281172752380371,0.4287067651748657
144,144,the ftpp be design without a robust result framework or theory of change toc,negative,[-2.205934  -0.1769418  2.930714 ],0,14.205582618713379,-3.238616466522217
145,145,there be no procedure apply for ensure the relevance of project activity to the beneficiary,negative,[-1.4912577 -0.1672322  1.8128564],0,11.212926864624023,-1.347121238708496
146,146,ftpp be a highly fragmented programme consist of 28 small autonomous project which do not facilitate collaboration to any substantial degree,negative,[-1.6886281 -1.2464893  3.6129196],0,12.057509422302246,-10.065020561218262
147,147,with very few exception the implementation have not include partner that can facilitate result in the field,negative,[-1.0081545  -0.54970413  1.6666247 ],0,10.096227645874023,-3.2713711261749268
148,148,despite the gender issue inherent in most project for example no gender analysis be conduct,negative,[-1.4121107 -1.1979929  3.0745   ],0,10.261228561401367,-7.177313804626465
149,149,the output could be significantly improve particularly through a great focus on the need of beneficiary,negative,[-1.3474153 -1.1114916  2.817226 ],0,10.24365234375,-6.208701133728027
150,150,the output could have have a great impact by build on exist project or by be continue and expand by partner organization,negative,[-0.9664366 -1.483531   2.9492283],0,8.15103816986084,-6.825557231903076
151,151,the draft policy and strategic plan be either not approve or the approval be still in process,negative,[-1.9989738  -0.29694661  2.8175516 ],0,13.157721519470215,-3.8771820068359375
152,152,however the programme start without either a real design or result base framework,negative,[-1.533532  -1.1190901  3.28486  ],0,11.415214538574219,-8.322521209716797
153,153,in particular the bureaucracy involve contribute to serious delay in the implementation of the programme,negative,[-1.1866769 -1.5639356  3.281578 ],0,8.388181686401367,-8.40805721282959
154,154,a demand drive programme with adequate ownership require significant involvement from stakeholder at both the regional and national level in programme design and planning,negative,[-1.9307944  -0.66625303  3.1688075 ],0,13.53958797454834,-6.508880138397217
155,155,most of the scatter and small project be unable to achieve impact in isolation as the challenge -PRON- address be often interdependent,negative,[-1.9493839  -0.75802654  3.4142556 ],0,14.133662223815918,-7.386209011077881
156,156,this be especially the case for field orient programme such as cattle production watershed management and home base nursery where the activity be develop around community organization,negative,[-1.5889429   1.0563259   0.76814544],0,10.672674179077148,4.173755645751953
157,157,the operational and financial framework be not very successful in establish an effective field programme,negative,[-1.3688927 -1.4392942  3.45872  ],0,9.367196083068848,-9.723231315612793
158,158,in another example although the concept of environmental sustainability be build into the design of several project -PRON- be not integrate into the project activity,negative,[-1.8604339  -0.35196027  2.8198237 ],0,12.652490615844727,-4.202270984649658
