sentiment,segment,id
positive,"ICRRP was effective in supporting the promotion of dialogue, coordination and cooperation between JCMC  and JCC, among governorate offices of these two institutions, as well as with national and international  organizations.",24
positive,Such coordination and cooperation resulted in better crisis response management. ,25
positive,"Substantial progress was made by JCMC and JCC at the legal, institutional and risk-information system for  crisis prevention and management.",26
positive,"Draft laws were prepared by both institutions, while JCC succeeded in  having the Ministry of Interior- Kurdistan Regional Government adopt a gender policy. ",27
positive,"ICRRP was effective in developing the capacity of staff of JCMC and JCC in various areas of crisis response  and coordination, in addition to awareness raising on gender issues and women empowerment. ",28
positive,The combination of theoretical and practical training was determinant in enhancing the skills of the participants. ,29
positive,"A total of 7.9 million people from host communities, IDP, refugees and returnees benefitted from basic  services projects funded by ICRRP interventions in Kurdistan Region of Iraq (KRI) and Newly Liberated  Areas (NLAs) during the period 2014-2018, with almost 62% of beneficiaries being in the KRI. ",30
positive,"ICRRP was effective in engaging concerned districts, government agencies, and governor’s office in the  selection and prioritization of basic services projects.",31
positive,"IDPs, refugees and host communities expressed high satisfaction with the basic services projects.",32
positive,"The two  roads that were rehabilitated and paved in Erbil and Duhok resulted in socio-economic benefits in terms of  easier access to agricultural farms, to students, merchants, workers and health services. ",33
positive,The  initiative taken by one of the NGOs was to complement the grant with micro-credit proved to yield better  results for the beneficiaries.,34
positive,"ICRRP was effective in enhancing the employability of IDPs, refugees, returnees and host communities  through wage-employment by matching the demand of jobs from the private sector with the needed skills. ",35
positive,High retention rate was achieved during the first year of job placement.,36
positive,"ICRRP was effective in the creation of short-term employment for IDP, refugees, returnees and host  communities, though the percentage of females in total employment related to cash for work was low due  to the nature of the infrastructure projects.",37
positive,Beneficiaries were generally satisfied with the temporary work  which resulted in the improvement of their living conditions. ,38
positive,"ICRRP was effective in supporting vulnerable communities particularly women who are at risk of GBV  through various supporting mechanisms including the Directorate of Combating Violence Against Women (DCVAW) of the KRG, shelters for women and community centers.",39
positive,"Capacity building of these institutions  were carried out to support legal aid services, awareness campaigns in IDP and refugees’ camps. ",40
positive,Beneficiaries expressed high satisfaction with the support provided. ,41
positive,"ICRRP was effective in enhancing the capacity of key partners (NGOs, Iraqi universities) in the design of  the methodology and the preparation of comprehensive assessments on the existing tensions and conflicts  in targeted areas.",42
positive,"ICRRP was effective in enhancing the capacity of stakeholders in peacebuilding education with significant  results achieved: change in the culture and attitudes of academics towards the importance of the promotion  of peace, increased motivation among students to promote peace by working as volunteers, increased role  of religious leaders in combating extremism, enhanced capacity and visibility of Duhok University,  establishment of the undergraduate Department of Peace and Human Rights Studies at Duhok University,  and the establishment of the Iraqi Universities Consortium for Peace Education. ",43
positive,"Social cohesion and reconciliation through dialogue and peace education were strengthened through the  creation of platforms and the implementation by capacitated NGOs and youth of community-based  initiatives which were effective in addressing and solving sources of conflicts and tensions, including ethnic  and tribal conflicts.",44
positive,UNDP was quick in responding to urgent needs.,45
positive,"ICRRP efficiency was enhanced through integrating monitoring, knowledge management and risk  management in programme implementation as well as in the development of an Information Management  10 tool as a means for a continuous monitoring of the projects in close coordination with UNDP Area based teams.",46
positive,JCMC and JCC acquired the  adequate institutional structures that would allow them to achieve sustainability. ,47
positive,"The sustainability of the peace education work has been achieved by the integration of  peace education syllabus into the academic programmes of partner universities, a result of which the  Ministry of Higher Education and Scientific Research has a strong ownership. ",48
positive,"ICRRP has not contributed only to the improvement of the livelihoods of IDPs, refugees, returnees and host  communities, but also it had impact on the changes of the quality of life of beneficiaries in terms of having a respected place in the society, increased networking, self-esteem and self-confidence.",49
positive,The impact was  particularly felt by women who became more independent and respected by the family. ,50
positive,The work under  social cohesion and gender protection components has brought about changes in awareness of beneficiaries  at the community level. ,51
positive,Appointing advisers/experts to the JCMC and JCC to coach staff on daily basis helped the learning  process and achieve quicker results ,52
positive,"Enhanced ownership of both JCMC and JCC resulted in increased motivation of staff and led both  institutions to take initiatives in crisis response and coordination and to produce reports to decision-makers, capitalizing on the capacity building support provided by UNDP ",53
positive,"Supporting the salary of beneficiaries for a period of three months in job placement motivated the private  sector firms to recruit the workers through the NGOs, as the workers can get the skills and experience,  through on-the-job training during such a period,",54
positive,Such support resulted in high job retention rate,55
positive,"NGOs were more successful in raising awareness of issues related to GBV when combining such  awareness with other interventions, such as literacy education, vocational training, sports, etc.…",56
positive,Increasing number of youth became volunteers in the promotion of peace due to the motivation acquired  through peace education ,57
positive,"The project “Support for Innovation against Corruption: Building a Citizen Centric Service  Delivery Model in Albania” (implementing period August 2014- December 20191 ), hereinafter  referred to in this report as the “ISDA Support Project” has assisted the take-off of the  Albanian’s government efforts to improve access to public services and the quality and  efficiency in their delivery, through citizen-centric innovation and use of technology. ",58
positive,"Specifically, the project was positioned from the onset to provide key contributions to reform  design, implementation, public outreach and monitoring.",59
positive,"As a technical assistance instrument, it  has helped in the mobilization and disbursement of the large-scale World Bank assistance for the  reform. ",60
positive,"Reforming the public service delivery through a citizen-centric approach represents the  government’s determination to improve service access and quality for citizens and businesses  and increase efficiency in the Albanian public administration as a mean to strengthen the rule of  law and fight against corruption, to foster a customer-care culture, to strengthen compliance with  the EU integration agenda, and align with the commitments under Southeastern Europe regional  initiatives and the UN Sustainable Development Goals. ",61
positive,"During its implementation, the ISDA Support Project has followed two substantial revisions  which have ensured the impact of the project based on the development challenges and the needs  of the country in advancing the public service delivery. ",62
positive,"In this regard, the second revision of the  project in 2018 continued to support the Albanian government on the standardization and re- engineering of service delivery processes in Albanian central government institutions; strengthening the adoption of customer care standards in the delivery of public services by  government institutions; continuous assistance to ADISA to ensure its sustainability; quality  assurance and performance monitoring based on the established standards; promoting innovative  solutions; ensure nationwide access to citizens throughout Albania to central government  services provided under customer care standards through ADISA’s regional offices and  colocation and boost the use of innovation and IT.",63
positive,"Fully in line with UN’s Albania Programmes of Cooperation for Sustainable Development  (2012-2016 and 2017-2021), the project firmly succeeded to support the Government’s strategy  on public service delivery, to establish a coordination and monitoring frame for the  implementation of the reform, to expand the service delivery in different regions/municipalities of Albania and to offer inclusiveness, equity and access to services for citizen based on best  practices and know-how for innovative service provision.",64
positive,The ISDA Support Project was  successfully implemented in accordance with its project design and its intent.,65
positive,"Based on its achievements, (from policy to expert technical support), the ISDA Support Project has been coherent by responding step by step to the needs and challenges and its impact is  increased over the years.",66
positive,"Regardless of the government changes and changes to the government  institution in charge for the implementation of the public administration reform, there has been  no substantial negative impact in the implementation of the project and on the level of  cooperation between the government institutions and the project management.",67
positive,"This confirms  again the effectiveness of the project, its coherency, effective management and the vision of the  UNDP and sustainable cooperation with the state institutions.",68
positive,The project design is sound and relevant.,69
positive,It has achieved the expected results and the related  outcomes.,70
positive,"Being clearly focused on the areas of intervention, the project has achieved to build  close cooperation with the government institutions at central and local level as well as the other  stakeholders.",71
positive,The project has been also effective and successful in its  outreach and communication activities to raise awareness about the public service delivery to the  general public.,72
positive,"In addition, the project has produced many attractive designed flyers, leaflets and  publications. ",73
positive,"Involvement of stakeholders: The project is a good example of effective and participatory  involvement of stakeholders such as the reform leading institution (the Deputy Prime Minister  Office-Acting as the leading institution of the public service delivery reform and at the same  time as the National Implementing Partner, on behalf of the Government of Albania for the  ISDA Support Project); ADISA – the main state agency and the main target of assistance for the  project in terms of institutional and operational capacity building; other state institutions, the  donors community, the civil society actors involved also in monitoring research activities and  citizens. ",74
positive,"The overall project’s approach relies on the principles of equal and fair treatment for all  beneficiaries, while paying special attention to the economically disadvantaged, the elderly,  women, persons with disabilities, minorities and the rural population. ",75
positive,"Specifically, the project  has paid attention to the gender disaggregated data from the participant’s list from the capacity  building activities, from the “Mystery shopper” and “Trust in governance” opinion polls. ",76
positive,"Additionally, in order to better develop the “Leave no-one behind” approach, the project  management made use also of other data gathered from other surveys, such as the national  household surveys in 2016 and 2018 conducted by the World Bank.",77
positive,Activities implemented in frame of the project have carefully addressed issues for people with  disabilities such as infrastructure facilities for them. ,78
positive,Lately ADISA has designed a video- material targeting blind people aiming to explain the services offered by ADISA- thus  contributing at the inclusiveness of this group as beneficiary of the public services too. ,79
positive,"Furthermore, over the past year, the project has contributed also improve the access to public  services of the Roma and Egyptian community in Albania.",80
positive,The results achieved so far by the project are very relevant to the Albanian Government national  priority on public service delivery as an important component of the public administration  reform. ,81
positive,"Much of the success is due to the relevance of the program, its responsive design, level  of government commitment and effective UNDP and donor coordination. ",82
positive,"In terms of relevance, the project presented a straightforward idea that resonated well with  beneficiaries and stakeholders.",83
positive,"In its design, it included an ambitious, realistic and complementary approach to initiate and advance the Albanian government efforts on public  service delivery.",84
positive,"Overall, the project addressed a complex topic, driven by the domestic demand. ",85
positive,The project activities focused on policy formulation and capacity building set ground to the  accountability and professionalism of the responsible institutions to deliver quality public  services focused on citizens. ,86
positive,"All project activities were complementary to the Cross-Cutting  Public Administration Reform Strategy (PAR) 2015–2020, UN’s Albania Programme of  Cooperation for Sustainable Development (2017-2021), to the National Strategy for  Development and Integration (NSDI) 2015–2020 and to the Cross-Cutting Strategy “Digital  Agenda for Albania” (DAA) 2015–2020. ",87
positive,"In terms of effectiveness and efficiency, overall project objective has been achieved.",88
positive,The plan of  activities was delivered on time and with impactful results and outputs.,89
positive,"Moreover, project  partners and stakeholders expressed high satisfaction with the project implementation and  commended UNDP for its leadership role. ",90
positive,"Internal procedures were clearly-communicated,  protocols were put in place. ",91
positive,The project’s approach based on inclusiveness and participatory  manner is one of the added value for the successful implementation.,92
positive,The project contribution  was greatest in increased government capacities on public service delivery topic as one of the  most important pillars of the public administration reform in Albania. ,93
positive,UNDP has built a sound monitoring and evaluation plan  which has contributed to the assessment of the progress at result level and phasing out strategies. ,94
positive,Bold joint synergy with UNDP project STAR II was put in place which produced concrete  results at approaching public services of the central government at local level.,95
positive,"The greatest best  practice marked by the stakeholders was the operational and functional support given to ADISA  and its expansion in the country (through collocation and ADISA mobile office), thus offering  better services to the citizens even in remote areas. ",96
positive,The credibility of the project is widely perceived and accepted as a model or inspiration of  positive approach and improved trust in the state institutions at central and local level.,97
positive,Innovative  approaches are a great contribution too. ,98
positive,"Given the ongoing conflict in Afghanistan, a  reasonable job was done. ",99
positive,Narrative of the M&E process and M&E plan were generally adequate  except the above omission. ,100
positive,"However, progress reporting was  good. ",101
positive,UNDP undertook some outcome monitoring visits. ,102
positive,Both UNDP and MAIL were successful in delivering hardcore  interventions such as irrigation infrastructure or greenhouses. ,103
positive,"After change of leadership in 2015,  MAIL hired a good team for CCAP, improved quantity and quality of  delivery, and used CCAP performance to showcase its capacity in  responding to climate change. ",104
positive,"Performance on procurement, human resources, financial management  and audits was satisfactory",105
positive,"UNDP worked hard for successful takeoff of the project by providing  support, creating awareness on climate change concepts for all  stakeholders, responding to operational challenges and managing  emerging risks. ",106
positive,"UNDP provided motivation and troubleshooting support, facilitation for  coordination and partnerships, quality assurance, and conducted  evaluation studies in time. ",107
positive,"Progress reporting was realistic, timely, and shared with all the  stakeholders. ",108
positive,CCAP delivered well in reducing vulnerability of women and men but had  moderate success in building adaptive capacity. ,109
positive,The project was completed in time given that extension time was  required to spend additional funds.,110
positive,Quality of many outputs is  satisfactory.,111
positive,Outputs targets were completed within budget. ,112
positive,CCAP successfully catalyzed the CCA agenda in the country and resulted  in more funding from GEF. ,113
positive,"In line with the LDCF results framework, CCAP has reduced vulnerability  and built adaptive capacity.",114
positive,"CCAP contributes to SDG 13 (Climate Action), SDG 8 (Decent Work and  Economic Growth), SDG 2 (Zero Hunger), SDG 5 (Gender Equality), SDG 1  (No Poverty), etc.",115
positive,CCAP directly responds to priorities of UNDAF,116
positive,CCAP contributes to “sustainable jobs creation and economic growth”  priority of Afghanistan National Peace and Development Framework  2017-2021 and is aligned with National Comprehensive Agriculture  Development Priority Program 2016-2020. ,117
positive,"All the outputs of the project related to livelihoods, productive  infrastructure and mainstreaming of CCA have been found to be useful to  the communities and the provincial and national government.",118
positive,Several  interventions met livelihood needs of women. ,119
positive,"CCAP has been successful in improving resilience of livelihoods and,  consequently, reducing vulnerability of both women and men to climate  change. ",120
positive,Income of men and women in the community has increased as targeted. ,121
positive,"Productive infrastructure improved water availability, reduced damage  and loss due to floods and droughts, and increased income. ",122
positive,"Women have  been equal beneficiaries, especially because of improved water  availability.",123
positive,Soil degradation has reduced.,124
positive,Project is close to achieving all the original output targets before its  closing date.,125
positive,"Overall target  achievement is good, as several targets were exceeded.",126
positive,Outputs have been achieved within cost.,127
positive,"he quality of several  outputs, cost is justified. ",128
positive,"Exchange rate gain was mostly offset by higher  inflation, keeping the purchasing power of the project almost constant. ",129
positive,"Project investment are of good quality, which are likely to sustain benefits for  several years. ",130
positive,Project investments do not pose any significant environmental threat. ,131
positive,Vulnerability is reduced by improving  incomes and reducing economic losses. ,132
positive,"Some plantations, rangeland rehabilitation, and reduction in soil  degradation due to productive infrastructure is likely to bring some  “Minimal” improvements to environmental status. ",133
positive,Strengthening of  adaptive capacity is likely to show progress towards stress/status change  over time.,134
positive,Vulnerability reduction may indirectly reduce stress on the  environment.,135
positive,The project has largely succeeded in meeting its objective.,136
positive,"Importance of  climate change has been catalyzed, livelihoods of target rural households  have improved, exposure to climate induced disasters has reduced, women  have been empowered. ",137
positive,Climate change integration has seen modest  improvements. ,138
positive,Success of CCAP will play a catalytic role in attracting more  funds for climate change mitigation and adaptation in Afghanistan. ,139
positive,CCAP project design was generally good.,140
positive,Components of the project reflected priorities of GEF  and the Government of Afghanistan.,141
positive,CCAP has satisfactorily achieved its objective and outcomes for component 2 livelihoods and  component 3 productive infrastructure.,142
positive,"Quality of project investments is generally good, which are likely to sustain benefits for several  years.",143
positive,"Several interventions such as food processing centers, solar dryers, raisin drying rooms, honey  bee-keeping were designed to benefit women, which resulted in increase in their incomes. ",144
positive,Women were socially organized to support each other.,145
positive,Communities and districts giving greater  role to women were rewarded. ,146
positive,The was  demonstrated in terms of varied and extensive achievements covering all levels and types of  stakeholders in all countries.,147
positive,"The combining of respectively donor, government and private  resource allocation – the latter mainly from beneficiaries and contributed in kind, proved  feasible and is viewed as being the main course for the rapid and substantial achievement at  output level.",148
positive,The reported output achievements justify a full testing of the SMU principles to allow for  possible achievements at impact level thus also proving the likely sustainability.,149
positive,"The evaluation finds that the project was relevant to the strategic objectives of the governments of the  three countries, to the approaches adopted at regional level by both SADC and the African Union, to the  ambitions of the ILO in encouraging countries to work towards the establishment of social protection  floors, to the orientation of other development partners, and – in the main – to Irish Aid policy, although it  is worth mentioning that the scope of social protection encompassed by the project is considerably broader  than the definition included in Irish Aid’s forthcoming Social Protection Strategy.",150
positive,"The validity of the design of the project was endorsed by the mid-term evaluation, and is not revisited in  detail in this final report. ",151
positive,"But this lesson  appears to have been learnt (after being raised in the mid-term evaluation), through better consultation  during the design of the next phase of the project",152
positive,"Gender and HIV/AIDS issues were properly addressed in  the project design (and in subsequent interventions); and there was good consultation with tripartite  constituents (governments, employers and worker representatives) both before and during the project.",153
positive,"In terms of effectiveness, the project has been remarkably successful in meeting its expected outputs and  outcomes. ",154
positive,It fully achieved all of the outputs under its first two outcomes. ,155
positive,"Of the regional outcomes, by far the most significant output was  the suite of regional training modules, and these have duly been completed, albeit late in the life of the  project.",156
positive,Overall the project team are to be congratulated on delivering a highly effective intervention. ,157
positive,"Given the relatively limited resources at their disposal (both human and financial), they have punched well  above their weight in a crowded field.",158
positive,"The direct provision of technical assistance through in-house staff is  one of the unique characteristics of the ILO team, despite being occasionally challenged by donors as it  implies a larger share of the budget going to staff costs, rather than activities. ",159
positive,"All the stakeholders  interviewed during the evaluation, without exception, were extremely positive about the reactivity of the  project staff and the quality of their technical inputs.",160
positive,"Particularly appreciated were the responsiveness, the  technical competence, the broad range of expertise, and the fact that the staff worked directly with  counterpart staff, thus raising their capacity at the same time as delivering high-quality inputs.",161
positive,The efficiency of resource use was high.,162
positive,"Despite comparatively limited resources, the project has identified  and nimbly exploited a number of strategic opportunities which have allowed it to have an impact greater  than its scale would normally warrant.",163
positive,"By involving itself at policy level, it has been able to influence senior  officials in key government positions, at the same time as encouraging commitment from development  partners and mobilising support from other stakeholders such as civil society, the media, academia and  parliamentarians.",164
positive,"The project was also very judicious in choosing to coordinate high-visibility events, such  as the social protection weeks in Mozambique and Zambia. ",165
positive,"To have genuinely moved the debate towards a  greater acceptance of social protection floors in all of the three countries where it operated, and in the  space of only three years, is a significant achievement for a project with just a handful of staff and a  financial envelope of below USD1.5 million.",166
positive,Not all teams would have been able to emulate the impacts  that this one achieved with comparatively scant resources.,167
positive,"That they did is a reflection of their ability to  identify potentially influential openings, to encourage effective partnerships and to leverage  complementary resources to augment their own.",168
positive,This combination translates into high cost-effectiveness for the project. ,169
positive,"The fact that, in spite of  this, it has attained the vast majority of its outcomes is clear evidence of this. ",170
positive,"In addition to its own  strategically judicious activities, it has been highly effective as a catalyst to build partnerships, mobilise  resources and leverage collaboration with others. ",171
positive,"Example of this include Malawi, where the project  contributed to mobilizing additional funding of USD335,000 through ILO’s regular budget; and Zambia and  Mozambique, where the project supported the development of nationally-funded UN joint programs,  which now represent the main source of funding for ILO’s work in country.",172
positive,"Yet it was able to mobilise an impressive range of partners, and to elicit contributions worth a  further USD150,000 from different ILO sources and other collaborators. ",173
positive,"It has also been flexible and  responsive in its approach, putting its resources into activities that it felt would pay the greatest dividends.",174
positive,"The project has successfully influenced the particular stage at which each country finds itself in  the broad direction of a social protection floor: the review process of the Malawi National Social Support  Programme (MNSSP) (including a series of thirteen stakeholder workshops); the similar evaluation of the  National Basic Social Protection Strategy (ENSSB) and design of the new ENSSB 2019-2024 in Mozambique;  and the comprehensive mapping, modelling and analysis that underpinned the development of the  integrated framework for non-contributory social protection programmes in Zambia. ",175
positive,"The project, even while the modules have been under preparation, has already begun the process of ensuring  this. ",176
positive,The design process has been very inclusive of potential partners who have the ability to take the  modules forward independently of project support.,177
positive,"And, as well as being innovative in their  transformational approach, the training modules are also innovative in that the project wants to  institutionalize them with other partners, to ensure their sustainability beyond the life even of the next  phase of the project.",178
positive,"In terms of impact, the project can claim an impressive record in opening up the debates around social  protection to a more integrated, more rights-based and more universal, approach, that is fully consistent  with ILO’s values and vision.",179
positive,"The gradual establishment of social protection floors in the three countries is  likely to bear fruit over the longer term in reducing poverty, building resilience and improving the quality of  employment.",180
positive,The project resulted in ILO moving from having practically no social protection  presence in the country to having a key leadership role in the process and the output from the  wide-ranging review of the MNSSP. ,181
positive,"Despite the challenging environment, this process has demonstrably initiated debate about expanding social protection coverage, adopting more  categorical targeting, better integrating the different components, stronger coordination and more  coherent linkages between social support and other sectors (e.g. humanitarian response,  agriculture and livelihoods).",182
positive,"In Mozambique, largely as a result of the project, ILO is seen as a partner of choice, but working  with many other influential stakeholders. ",183
positive,"Similarly, in Zambia, the development of the integrated framework, and the associated modelling  of costs and benefits of different approaches has resulted in much more open discussions about  the way forward: the targeting of the social cash transfer is already more categorical than it was,  and there is a clear recognition that support to children represents an important gap in current  coverage that needs to be filled.",184
positive,"The project has helped to cement a rapprochement between the  social cash transfer and ILO’s engagement with the Ministry of Labour, thus shaping a more  integrated social protection agenda with simpler, yet broader, targeting.",185
positive,"These are all important national outcomes, resulting at least partly from the activities of the project.",186
positive,"They  reflect the fact that ILO broadens the space for social protection debate, bringing in different players apart  from ministries of social welfare, and adding a dimension on contributory social protection, in the form of  maternity benefits, pension reform, health protection, financing and systemic issues.",187
positive,"The project has significantly supported evidence-based national debate through the many studies it has undertaken on the  extension of social protection coverage, particularly to the informal economy.",188
positive,"It is premature to assess the project’s impacts at regional level empirically, but the indications are positive. ",189
positive,It concentrated its regional focus on the development of the suite of social protection training modules. ,190
positive,"But if the next phase of the project can achieve this, then the regional  component too will be adjudged a success.",191
positive,"In terms of project design, it is recommended that Irish Aid national staff are fully consulted during  the design phase of future projects (which, encouragingly, seems already to be the case with the  next phase of this project), as are ILO’s tripartite constituents.",192
positive,"Where project implementation is concerned, the main lesson, and a powerful example of best  practice for both ILO and Irish Aid, is that small, agile regional projects operating at policy level can  have genuine influence on attitudes within government, and can accelerate the move towards  social protection floors.",193
positive,"In conclusion, Irish Aid, ILO, and the project staff all deserve credit for having respectively funded,  conceived and implemented an ambitious project. ",194
positive,"It has genuinely advanced the cause of social protection  floors in the three countries it covered, an achievement which was by no means assured at the outset.",195
positive,"It  has not done this by itself of course, but through judicious partnership with other key stakeholders,  through strategic prioritisation of the processes and activities it supported, and through the suppleness of  its response.",196
positive,"As a result, Irish Aid is playing a much more prominent policy role than it was; ILO is no longer  seen as a radically universalist outsider, but as a central player in balanced debates; and the three partner  countries have gained the confidence to assume a critical role in deciding if what is proposed to them fits  with their now well-articulated strategies.",197
positive,The LEED project responded to the need to rebuild livelihoods in the  Northern Province in the aftermath of the 26-year civil war which ended in May 2009.,198
positive,"The key  innovation introduced by LEED was to employ a market-driven approach to livelihood development, linking northern primary producers with southern Sri Lankan export and domestic markets.",199
positive,"Recognizing the need to extend and scale-up the effort, EGLR focuses on strengthening livelihoods in the  fruit and vegetables and fishery sectors, targeting vulnerable communities and extending the  geographical coverage to new districts. ",200
positive,"Strategically, EGLR continues to address the north-south  development gap and the perception of inequality between the two main communities that was at the  heart of the protracted conflict. ",201
positive,"With poverty still widespread in the Northern Province, EGLR continued to be relevant to community  needs for sustainable livelihood development.",202
positive,The expansion to Jaffna and Mannar districts reached  more communities who suffered damage to their livelihoods in the aftermath of the conflict and who  have not previously been supported through a market-driven approach. ,203
positive,"The cooperatives and their members found the support to production inputs, training to improve  production and cooperative organization and links to southern markets highly relevant to their needs. ",204
positive,"From the perspective of international and local exporters and retailers the partnerships with northern  producer associations have provided a source of reliable, high quality agricultural and seafood products at stable prices. ",205
positive,"At the national level, EGLR supports the government’s vision of economic growth  through exports, tackling unequal development across provinces and inclusive employment. ",206
positive,EGLR has largely achieved its goal and outcome targets of improved livelihoods of small-holder farmers  and increasing employment. ,207
positive,"It reached over 2,000 beneficiaries and raised cumulative income to over  US$2 million for each sector over two years. ",208
positive,It has also enabled Sri Lankan and international export  companies to source more fruit and vegetable and fisheries products reliably and at stable prices. ,209
positive,"Among the cooperatives previously supported by LEED, in Kilinochchi, Mullaitivu  and Vavuniya North, production incomes and commercial viability have reached high levels of maturity. ",210
positive,"EGLR’s provision of business development services and soft skills training and mentoring helped many  cooperatives to become better governed, commercial enterprises, providing financial and social welfare  services to members. ",211
positive,"In the fruit and vegetables sector the targeted cooperatives have established lucrative business  partnerships with export and domestic buyers for crops including Lady Red Papaya, banana, passion fruit  and Moringa leaves.",212
positive,"Comprehensive evidence of changes in individual incomes as a result of the  interventions is not available, but there are good indications from project reports and evaluation  interviews that household incomes have improved, reaching 40,000 – 50,000 LKR (US$ 240-300) on  average per month.",213
positive,EGLR also enabled more crop diversification as a successful resilience strategy. ,214
positive,"In fisheries, EGLR built on the LEED strategy, successfully supporting most of the targeted fishing cooperatives to become purchasing enterprises, thereby increasing fishers’ incomes by cutting out the  middle-man traders. ",215
positive,"The project also  helped more fishing households and communities to re-build their fishing assets, both individually and  collectively, and to redeem their debts to traders.",216
positive,"EGLR capitalized on opportunities in aquaculture to  help farmers set up collective sea cucumber farms as a lucrative source of livelihood for those not  involved in sea fishing, and to venture into mud crab farming. ",217
positive,"The ILO’s partnership with Taprobane Sea  Foods has helped to expand local employment for women in crab processing plants, creating around 600  jobs in total, meeting decent work standards.",218
positive,"As targeted beneficiaries, women made up more than half of those provided with  production inputs. ",219
positive,"As a result of the  project’s advocacy, inroads are gradually being made in increasing women’s participation in traditionally  male dominated cooperatives. ",220
positive,"Men are still the majority of cooperative boards of management, but  some women elected to boards are demonstrably empowered and taking an active role in the direction and vision of the cooperative.",221
positive,"Cooperative members in both sectors recounted an increased recognition  that women can be breadwinners alongside men, changes in household management of finances, and ix increased spending on education and health, which they attributed to gender discussion forums and  women’s increased economic role",222
positive,The management arrangements and staff capacity have been highly effective in the project delivery. ,223
positive,"The project demonstrated a strong level of cost-effectiveness, with a high  proportion of funds dedicated to the implementation of programme activities. ",224
positive,The allocation of human  resources was efficient with delivery achieved through a small team of field staff with extensive  expertise. ,225
positive,"Significantly, however, EGLR has shared its experience internationally, with notable influence on  practices in other post-conflict countries. ",226
positive,"The evaluation found that the capacities of most of the producer cooperatives to select new products, access wider markets and negotiate with buyers have been sustainably improved. ",227
positive,Among  individual farmers and fishers the evaluation found a high degree of confidence that their livelihood  means are now more stable. ,228
